exec_key,instr_list,original_val,corrupted_val,affected_bit_pos,sdc,benign,crash,error,value_diff,dyn_instr_count,detection_count
1482463736963480,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",22814048,22812000,11,1,0,0,0,1047.860194,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463737474187,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",33615544,33681080,16,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463737772718,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",35933880,35999416,16,0,1,0,0,0.0,174784,2
1482463737855101,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",8441528,8507064,16,0,1,0,0,0.0,174784,2
1482463737939301,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",10272440,10337976,16,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463739122587,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",12246440,12244392,11,0,1,0,0,0.0,174784,2
1482463739202355,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",15240616,15238568,11,0,1,0,0,0.0,174784,2
1482463739282274,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",32153000,32150952,11,0,1,0,0,0.0,174784,2
1482463739360783,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",18177448,18175400,11,0,1,0,0,0.0,174784,2
1482463739438360,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",7962024,7959976,11,0,1,0,0,0.0,174784,2
1482463739517859,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",20884904,20882856,11,0,1,0,0,0.0,174784,2
1482463739593889,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",24350120,24348072,11,0,1,0,0,0.0,174784,2
1482463739673436,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",24374696,24372648,11,0,1,0,0,0.0,174784,2
1482463739750814,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",32398760,32396712,11,0,1,0,0,0.0,174784,2
1482463739830792,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",34254248,34252200,11,0,1,0,0,0.0,174784,2
1482463739914503,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",13258152,13256104,11,0,1,0,0,0.0,174784,2
1482463740001910,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",29519272,29517224,11,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463741046715,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",19066832,19066836,2,1,0,0,0,0.124985000002,174784,2
1482463741181148,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",19685328,19685332,2,1,0,0,0,0.124985000002,174784,2
1482463741261860,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",36773840,36773844,2,1,0,0,0,0.124985000002,174784,2
1482463741341273,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",27373520,27373524,2,1,0,0,0,0.124985000002,174784,2
1482463741427823,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",34066384,34066388,2,1,0,0,0,0.124985000002,174784,2
1482463741514415,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",22818768,22818772,2,1,0,0,0,0.124985000002,174784,2
1482463741685574,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",13037520,13037524,2,1,0,0,0,0.124985000002,174784,2
1482463741829427,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",15110096,15110100,2,1,0,0,0,0.124985000002,174784,2
1482463741913646,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",38940624,38940628,2,1,0,0,0,0.124985000002,174784,2
1482463741993435,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",38141904,38141908,2,1,0,0,0,0.124985000002,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463746148727,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",28907776,28907784,3,1,0,0,0,inf,174784,2
1482463746271734,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",22980864,22980872,3,1,0,0,0,inf,174784,2
1482463746355391,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",38082816,38082824,3,1,0,0,0,inf,174784,2
1482463746436367,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",22063360,22063368,3,1,0,0,0,inf,174784,2
1482463746523843,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",32966912,32966920,3,1,0,0,0,inf,174784,2
1482463746610375,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",20437248,20437256,3,1,0,0,0,inf,174784,2
1482463746689274,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",19785984,19785992,3,1,0,0,0,inf,174784,2
1482463746773542,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",21608704,21608712,3,1,0,0,0,inf,174784,2
1482463746859379,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",29530368,29530376,3,1,0,0,0,inf,174784,2
1482463746939047,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",28006656,28006664,3,1,0,0,0,inf,174784,2
1482463747038635,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",10446680,10446616,6,0,1,0,0,0.0,174784,2
1482463747132921,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",29886296,29886232,6,0,1,0,0,0.0,174784,2
1482463747222113,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",14051160,14051096,6,0,1,0,0,0.0,174784,2
1482463747316278,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",9111384,9111320,6,0,1,0,0,0.0,174784,2
1482463747466965,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",26367832,26367768,6,0,1,0,0,0.0,174784,2
1482463747554116,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",6530904,6530840,6,0,1,0,0,0.0,174784,2
1482463747645578,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",32974680,32974616,6,0,1,0,0,0.0,174784,2
1482463747738409,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",12097368,12097304,6,0,1,0,0,0.0,174784,2
1482463747839287,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",39454552,39454488,6,0,1,0,0,0.0,174784,2
1482463747925069,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",13076312,13076248,6,0,1,0,0,0.0,174784,2
1482463748003325,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",28088152,28088088,6,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463749661147,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",7456688,7587760,17,0,1,0,0,0.0,174784,2
1482463749750623,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",31254448,31385520,17,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463751432191,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",16289072,16289080,3,0,1,0,0,0.0,174784,2
1482463751615149,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",32193840,32193848,3,0,1,0,0,0.0,174784,2
1482463751834225,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",28921136,28921144,3,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463753173718,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",9110288,9110290,1,1,0,0,0,1.99998612516e-06,174784,2
1482463753398086,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",6837008,6837010,1,1,0,0,0,1.99998612516e-06,174784,2
1482463753554363,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",26919696,26919698,1,1,0,0,0,1.99998612516e-06,174784,2
1482463753733300,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",23356176,23356178,1,1,0,0,0,1.99998612516e-06,174784,2
1482463753873480,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",39019280,39019282,1,1,0,0,0,1.99998612516e-06,174784,2
1482463753962502,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",15344400,15344402,1,1,0,0,0,1.99998612516e-06,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463755191103,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",30396280,30396281,0,1,0,0,0,inf,174784,2
1482463755362665,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",32395128,32395129,0,1,0,0,0,inf,174784,2
1482463755527237,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",16985976,16985977,0,1,0,0,0,inf,174784,2
1482463755694811,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",25292664,25292665,0,1,0,0,0,inf,174784,2
1482463755861803,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",20713336,20713337,0,1,0,0,0,inf,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463768077943,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",14138056,14137992,6,1,0,0,0,2.035573,174784,2
1482463768245426,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",27237064,27237000,6,1,0,0,0,2.035573,174784,2
1482463768377777,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",26737352,26737288,6,1,0,0,0,2.035573,174784,2
1482463768491388,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",37550792,37550728,6,1,0,0,0,2.035573,174784,2
1482463768685398,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",24333000,24332936,6,1,0,0,0,2.035573,174784,2
1482463768877316,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",28371656,28371592,6,1,0,0,0,2.035573,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463782014564,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",34893160,35024232,17,1,0,0,0,inf,174784,2
1482463782111367,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",39943528,40074600,17,1,0,0,0,inf,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463782425755,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",26590568,26721640,17,1,0,0,0,inf,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463782746438,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",9256296,9387368,17,1,0,0,0,inf,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463798449371,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",18249016,18314552,16,0,1,0,0,0.0,174784,2
1482463798622491,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",22033720,22099256,16,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463800013492,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",13443056,13443024,5,0,1,0,0,0.0,174784,2
1482463800119162,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",12832752,12832720,5,0,1,0,0,0.0,174784,2
1482463800225480,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",18137072,18137040,5,0,1,0,0,0.0,174784,2
1482463800332486,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",18137072,18137040,5,0,1,0,0,0.0,174784,2
1482463800440289,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",34406384,34406352,5,0,1,0,0,0.0,174784,2
1482463800540829,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",18350064,18350032,5,0,1,0,0,0.0,174784,2
1482463800652215,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",26128368,26128336,5,0,1,0,0,0.0,174784,2
1482463800756834,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",36192240,36192208,5,0,1,0,0,0.0,174784,2
1482463800871266,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",38698992,38698960,5,0,1,0,0,0.0,174784,2
1482463800963099,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",6430704,6430672,5,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463808014150,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",35880184,35879160,10,1,0,0,0,inf,174784,2
1482463808109166,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",33094904,33093880,10,1,0,0,0,inf,174784,2
1482463808222170,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",35339512,35338488,10,1,0,0,0,inf,174784,2
1482463808328183,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",21032184,21031160,10,1,0,0,0,inf,174784,2
1482463808434066,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",13847800,13846776,10,1,0,0,0,inf,174784,2
1482463808547928,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",16518392,16517368,10,1,0,0,0,inf,174784,2
1482463808651625,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",27667704,27666680,10,1,0,0,0,inf,174784,2
1482463808763291,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",19176696,19175672,10,1,0,0,0,inf,174784,2
1482463808864261,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",12242168,12241144,10,1,0,0,0,inf,174784,2
1482463808974446,"  %40 = getelementptr double# double* %castinttoptr12# i64 %relidx_2",26574072,26573048,10,1,0,0,0,inf,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
1482463810029354,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",12638040,12638032,3,0,1,0,0,0.0,174784,2
1482463810124501,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",9148248,9148240,3,0,1,0,0,0.0,174784,2
1482463810220617,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",34305880,34305872,3,0,1,0,0,0.0,174784,2
1482463810312579,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",30934872,30934864,3,0,1,0,0,0.0,174784,2
1482463810404662,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",11274072,11274064,3,0,1,0,0,0.0,174784,2
1482463810496528,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",31418200,31418192,3,0,1,0,0,0.0,174784,2
1482463810588708,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",28239704,28239696,3,0,1,0,0,0.0,174784,2
1482463810680245,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",32347992,32347984,3,0,1,0,0,0.0,174784,2
1482463810773092,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",23750488,23750480,3,0,1,0,0,0.0,174784,2
1482463810865432,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",25659224,25659216,3,0,1,0,0,0.0,174784,2
1482463810960070,"  %36 = getelementptr double# double* %phibase_15# i64 %relidx_2",15910744,15910736,3,0,1,0,0,0.0,174784,2
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
Not Available,,,,,0,0,1,0,1.0,174784,0
